customer_id,Recency,Frequency,Monetary,Cluster,Segment
C06355,87,3,420.17,3,New/Occasional
C06356,44,1,34.56,3,New/Occasional
C06357,1,12,868.17,3,New/Occasional
C06358,30,17,3466.34,3,New/Occasional
C06359,77,40,2157.31,0,Loyal Mid-Tier
C06360,22,4,795.0,3,New/Occasional
C06361,140,7,312.48,1,At-Risk
C06362,89,44,5856.82,0,Loyal Mid-Tier
C06363,138,14,811.9,1,At-Risk
C06364,32,2,83.48,3,New/Occasional
C06365,44,33,2565.69,0,Loyal Mid-Tier
C06366,80,43,1587.24,0,Loyal Mid-Tier
C06367,3,13,578.51,3,New/Occasional
C06368,4,4,102.99,3,New/Occasional
C06369,77,30,3269.21,0,Loyal Mid-Tier
C06370,43,1,41.92,3,New/Occasional
C06371,129,7,749.17,1,At-Risk
C06372,131,14,288.99,1,At-Risk
C06373,23,15,976.93,3,New/Occasional
C06374,71,17,1839.03,3,New/Occasional
C06375,15,17,759.93,3,New/Occasional
C06376,53,21,2175.51,3,New/Occasional
C06377,16,22,1976.38,3,New/Occasional
C06378,81,20,755.98,3,New/Occasional
C06379,191,29,1453.93,1,At-Risk
C06380,52,6,550.26,3,New/Occasional
C06381,30,21,1788.65,3,New/Occasional
C06382,9,46,1442.14,0,Loyal Mid-Tier
C06383,89,11,1696.28,3,New/Occasional
C06384,62,20,1061.8,3,New/Occasional
C06385,138,13,537.13,1,At-Risk
C06386,72,15,506.69,3,New/Occasional
C06387,27,4,123.71,3,New/Occasional
C06388,9,13,1246.12,3,New/Occasional
C06389,19,14,1715.83,3,New/Occasional
C06390,142,35,2084.83,1,At-Risk
C06391,16,5,579.0,3,New/Occasional
C06392,116,18,3033.99,1,At-Risk
C06393,18,2,423.26,3,New/Occasional
C06394,186,39,1266.4,1,At-Risk
C06395,72,11,671.3,3,New/Occasional
C06396,12,9,4566.02,3,New/Occasional
C06397,5,17,938.59,3,New/Occasional
C06398,41,5,165.36,3,New/Occasional
C06399,14,24,1890.38,0,Loyal Mid-Tier
C06400,77,6,766.63,3,New/Occasional
C06401,162,9,1537.82,1,At-Risk
C06402,33,4,204.95,3,New/Occasional
C06403,8,9,585.8,3,New/Occasional
C06404,55,2,262.06,3,New/Occasional
C06405,86,26,1841.83,0,Loyal Mid-Tier
C06406,10,12,3353.08,3,New/Occasional
C06407,121,9,1961.41,1,At-Risk
C06408,65,5,3097.89,3,New/Occasional
C06409,18,30,3735.31,0,Loyal Mid-Tier
C06410,8,6,262.5,3,New/Occasional
C06411,28,20,8823.84,2,VIP
C06412,146,12,956.17,1,At-Risk
C06413,135,14,263.92,1,At-Risk
C06414,55,5,234.49,3,New/Occasional
C06415,262,9,534.93,1,At-Risk
C06416,21,24,10679.95,2,VIP
C06417,30,18,808.58,3,New/Occasional
C06418,5,21,1428.61,3,New/Occasional
C06419,35,20,2250.9,3,New/Occasional
C06420,34,55,8865.07,2,VIP
C06421,6,33,391.2,0,Loyal Mid-Tier
C06422,40,19,647.09,3,New/Occasional
C06423,17,3,282.99,3,New/Occasional
C06424,37,8,577.72,3,New/Occasional
C06425,52,3,606.29,3,New/Occasional
C06426,165,4,526.84,1,At-Risk
C06427,55,5,290.85,3,New/Occasional
C06428,52,12,1777.33,3,New/Occasional
C06429,77,9,724.75,3,New/Occasional
C06430,25,22,1931.97,3,New/Occasional
C06431,57,5,420.73,3,New/Occasional
C06432,84,1,56.12,3,New/Occasional
C06433,24,12,732.48,3,New/Occasional
C06434,99,2,207.77,3,New/Occasional
C06435,24,2,608.14,3,New/Occasional
C06436,144,3,404.58,1,At-Risk
C06437,13,10,1122.14,3,New/Occasional
C06438,199,1,79.68,1,At-Risk
C06439,7,23,657.69,3,New/Occasional
C06440,0,18,4859.43,0,Loyal Mid-Tier
C06441,211,12,802.79,1,At-Risk
C06442,1,3,84.57,3,New/Occasional
C06443,68,2,191.0,3,New/Occasional
C06444,4,14,387.16,3,New/Occasional
C06445,44,1,50.22,3,New/Occasional
C06446,32,30,3224.06,0,Loyal Mid-Tier
C06447,3,2,475.58,3,New/Occasional
C06448,49,14,913.25,3,New/Occasional
C06449,55,4,307.15,3,New/Occasional
C06450,119,46,2702.04,0,Loyal Mid-Tier
C06451,22,7,852.99,3,New/Occasional
C06452,41,6,1203.68,3,New/Occasional
C06453,20,4,230.96,3,New/Occasional
C06454,46,36,1132.89,0,Loyal Mid-Tier
C06455,49,10,416.16,3,New/Occasional
C06456,16,35,2171.99,0,Loyal Mid-Tier
C06457,10,17,1510.43,3,New/Occasional
C06458,11,19,1915.34,3,New/Occasional
C06459,19,57,3172.9,0,Loyal Mid-Tier
C06460,33,19,1779.14,3,New/Occasional
C06461,126,4,326.02,1,At-Risk
C06462,38,8,165.07,3,New/Occasional
C06463,6,1,65.56,3,New/Occasional
C06464,24,4,116.59,3,New/Occasional
C06465,7,9,1866.6,3,New/Occasional
C06466,104,11,153.92,1,At-Risk
C06467,22,4,285.6,3,New/Occasional
C06468,51,13,616.45,3,New/Occasional
C06469,54,2,101.37,3,New/Occasional
C06470,178,35,1254.47,1,At-Risk
C06471,42,37,1860.14,0,Loyal Mid-Tier
C06472,35,13,1052.29,3,New/Occasional
C06473,6,2,96.8,3,New/Occasional
C06474,62,16,1082.92,3,New/Occasional
C06475,66,38,844.65,0,Loyal Mid-Tier
C06476,36,19,4082.06,0,Loyal Mid-Tier
C06477,27,40,2118.94,0,Loyal Mid-Tier
C06478,59,17,517.17,3,New/Occasional
C06479,31,6,772.41,3,New/Occasional
C06480,6,15,1075.94,3,New/Occasional
C06481,55,10,148.92,3,New/Occasional
C06482,27,46,598.48,0,Loyal Mid-Tier
C06483,6,29,937.85,0,Loyal Mid-Tier
C06484,15,24,1713.71,0,Loyal Mid-Tier
C06485,66,20,1261.49,3,New/Occasional
C06486,0,38,5215.7,0,Loyal Mid-Tier
C06487,124,2,216.89,1,At-Risk
C06488,127,19,1060.99,1,At-Risk
C06489,67,13,728.32,3,New/Occasional
C06490,40,1,45.59,3,New/Occasional
C06491,57,36,3735.61,0,Loyal Mid-Tier
C06492,136,29,3028.47,1,At-Risk
C06493,53,55,4036.29,0,Loyal Mid-Tier
C06494,26,50,588.96,0,Loyal Mid-Tier
C06495,4,6,182.83,3,New/Occasional
C06496,12,34,5526.8,0,Loyal Mid-Tier
C06497,19,1,20.01,3,New/Occasional
C06498,17,41,3368.89,0,Loyal Mid-Tier
C06499,45,10,1384.57,3,New/Occasional
C06500,53,14,929.32,3,New/Occasional
C06501,20,1,11.96,3,New/Occasional
C06502,11,20,4891.21,0,Loyal Mid-Tier
C06503,147,17,1748.66,1,At-Risk
C06504,52,5,369.03,3,New/Occasional
C06505,4,5,337.44,3,New/Occasional
C06506,0,15,521.86,3,New/Occasional
C06507,14,11,1753.91,3,New/Occasional
C06508,89,2,103.38,3,New/Occasional
C06509,83,30,2819.31,0,Loyal Mid-Tier
C06510,40,9,85.59,3,New/Occasional
C06511,55,6,322.88,3,New/Occasional
C06512,23,17,2909.13,3,New/Occasional
C06513,25,10,1505.65,3,New/Occasional
C06514,5,10,1458.6,3,New/Occasional
C06515,94,14,1085.16,3,New/Occasional
C06516,26,10,871.74,3,New/Occasional
C06517,122,52,2469.17,0,Loyal Mid-Tier
C06518,56,18,515.46,3,New/Occasional
C06519,80,10,808.74,3,New/Occasional
C06520,39,9,412.83,3,New/Occasional
C06521,64,17,5525.51,0,Loyal Mid-Tier
C06522,15,2,78.21,3,New/Occasional
C06523,64,9,209.78,3,New/Occasional
C06524,30,50,3791.02,0,Loyal Mid-Tier
C06525,0,16,1138.64,3,New/Occasional
C06526,30,2,149.12,3,New/Occasional
C06527,119,20,1787.25,1,At-Risk
C06528,25,6,282.99,3,New/Occasional
C06529,32,8,281.43,3,New/Occasional
C06530,13,39,1675.38,0,Loyal Mid-Tier
C06531,59,20,1274.74,3,New/Occasional
C06532,182,22,3422.58,1,At-Risk
C06533,13,49,11463.86,2,VIP
C06534,2,38,1643.83,0,Loyal Mid-Tier
C06535,9,6,2639.92,3,New/Occasional
C06536,38,3,96.87,3,New/Occasional
C06537,232,10,364.54,1,At-Risk
C06538,34,13,368.43,3,New/Occasional
C06539,1,14,1949.78,3,New/Occasional
C06540,33,7,508.31,3,New/Occasional
C06541,77,24,1039.92,3,New/Occasional
C06542,22,12,2829.25,3,New/Occasional
C06543,62,11,1647.74,3,New/Occasional
C06544,14,7,1078.13,3,New/Occasional
C06545,148,2,172.33,1,At-Risk
C06546,60,17,384.5,3,New/Occasional
C06547,140,3,142.15,1,At-Risk
C06548,175,61,2735.21,0,Loyal Mid-Tier
C06549,19,17,1217.41,3,New/Occasional
C06550,261,3,97.42,1,At-Risk
C06551,79,4,95.35,3,New/Occasional
C06552,85,5,255.39,3,New/Occasional
C06553,24,46,1885.73,0,Loyal Mid-Tier
C06554,10,1,77.54,3,New/Occasional
C06555,16,13,1243.79,3,New/Occasional
C06556,57,11,644.8,3,New/Occasional
C06557,90,6,2043.8,3,New/Occasional
C06558,34,7,706.29,3,New/Occasional
C06559,26,4,251.96,3,New/Occasional
C06560,59,4,457.77,3,New/Occasional
C06561,20,1,91.78,3,New/Occasional
C06562,33,13,767.88,3,New/Occasional
C06563,15,17,2697.07,3,New/Occasional
C06564,90,53,9817.11,2,VIP
C06565,27,60,2299.44,0,Loyal Mid-Tier
C06566,34,23,2542.04,0,Loyal Mid-Tier
C06567,67,1,41.95,3,New/Occasional
C06568,81,36,2072.7,0,Loyal Mid-Tier
C06569,7,15,1943.66,3,New/Occasional
C06570,71,41,9311.31,2,VIP
C06571,6,7,1468.69,3,New/Occasional
C06572,29,2,74.56,3,New/Occasional
C06573,7,2,125.36,3,New/Occasional
C06574,75,4,203.15,3,New/Occasional
C06575,9,5,506.59,3,New/Occasional
C06576,14,7,1203.22,3,New/Occasional
C06577,41,11,629.18,3,New/Occasional
C06578,30,14,1680.81,3,New/Occasional
C06579,84,5,392.76,3,New/Occasional
C06580,19,23,911.42,3,New/Occasional
C06581,304,8,298.74,1,At-Risk
C06582,20,20,1372.48,3,New/Occasional
C06583,47,13,131.18,3,New/Occasional
C06584,60,33,376.16,0,Loyal Mid-Tier
C06585,99,10,220.79,3,New/Occasional
C06586,29,8,386.76,3,New/Occasional
C06587,5,18,1960.58,3,New/Occasional
C06588,187,20,1798.31,1,At-Risk
C06589,27,3,155.96,3,New/Occasional
C06590,53,17,782.3,3,New/Occasional
C06591,151,9,599.02,1,At-Risk
C06592,70,55,4851.97,0,Loyal Mid-Tier
C06593,23,9,273.07,3,New/Occasional
C06594,27,17,643.73,3,New/Occasional
C06595,13,29,3128.07,0,Loyal Mid-Tier
C06596,15,23,738.29,3,New/Occasional
C06597,73,3,169.49,3,New/Occasional
C06598,9,12,1251.39,3,New/Occasional
C06599,34,31,1018.56,0,Loyal Mid-Tier
C06600,20,10,401.71,3,New/Occasional
C06601,15,18,1023.42,3,New/Occasional
C06602,33,3,202.97,3,New/Occasional
C06603,29,3,173.8,3,New/Occasional
C06604,2,3,364.09,3,New/Occasional
C06605,69,4,97.99,3,New/Occasional
C06606,12,9,809.96,3,New/Occasional
C06607,39,11,349.05,3,New/Occasional
C06608,107,23,1496.24,1,At-Risk
C06609,128,12,798.32,1,At-Risk
C06610,119,2,89.38,1,At-Risk
C06611,27,26,1909.66,0,Loyal Mid-Tier
C06612,36,13,631.67,3,New/Occasional
C06613,124,4,247.29,1,At-Risk
C06614,40,2,485.39,3,New/Occasional
C06615,154,33,1150.91,1,At-Risk
C06616,4,21,1486.58,3,New/Occasional
C06617,3,12,1233.61,3,New/Occasional
C06618,106,35,3088.26,0,Loyal Mid-Tier
C06619,75,2,76.05,3,New/Occasional
C06620,61,21,1957.05,3,New/Occasional
C06621,0,23,1230.63,3,New/Occasional
C06622,10,2,94.48,3,New/Occasional
C06623,93,1,65.51,3,New/Occasional
C06624,32,17,1006.62,3,New/Occasional
C06625,43,9,479.27,3,New/Occasional
C06626,8,17,848.46,3,New/Occasional
C06627,121,18,1289.22,1,At-Risk
C06628,1,4,298.65,3,New/Occasional
C06629,6,5,162.86,3,New/Occasional
C06630,46,8,231.52,3,New/Occasional
C06631,0,63,3783.67,0,Loyal Mid-Tier
C06632,48,3,107.51,3,New/Occasional
C06633,95,1,221.32,3,New/Occasional
C06634,0,13,693.07,3,New/Occasional
C06635,41,5,544.09,3,New/Occasional
C06636,66,5,536.34,3,New/Occasional
C06637,51,27,919.02,0,Loyal Mid-Tier
C06638,24,27,1150.25,0,Loyal Mid-Tier
C06639,86,15,1172.66,3,New/Occasional
C06640,50,40,4980.39,0,Loyal Mid-Tier
C06641,83,5,721.93,3,New/Occasional
C06642,0,9,1348.9,3,New/Occasional
C06643,3,71,1317.58,0,Loyal Mid-Tier
C06644,202,3,158.79,1,At-Risk
C06645,31,19,1372.36,3,New/Occasional
C06646,110,3,738.22,1,At-Risk
C06647,95,49,4222.7,0,Loyal Mid-Tier
C06648,41,1,137.96,3,New/Occasional
C06649,82,18,2325.88,3,New/Occasional
C06650,8,35,3935.51,0,Loyal Mid-Tier
C06651,14,45,5371.23,0,Loyal Mid-Tier
C06652,30,14,960.36,3,New/Occasional
C06653,180,13,816.29,1,At-Risk
C06654,6,12,2632.42,3,New/Occasional
C06655,195,15,1115.51,1,At-Risk
C06656,10,22,403.54,3,New/Occasional
C06657,84,15,834.65,3,New/Occasional
C06658,89,6,1190.93,3,New/Occasional
C06659,73,1,123.46,3,New/Occasional
C06660,8,15,1872.67,3,New/Occasional
C06661,171,4,233.0,1,At-Risk
C06662,68,9,544.46,3,New/Occasional
C06663,101,15,999.88,1,At-Risk
C06664,41,9,382.62,3,New/Occasional
C06665,54,12,2535.41,3,New/Occasional
C06666,32,53,5967.28,0,Loyal Mid-Tier
C06667,209,18,2372.5,1,At-Risk
C06668,62,21,4061.16,0,Loyal Mid-Tier
C06669,5,39,4341.76,0,Loyal Mid-Tier
C06670,44,3,337.39,3,New/Occasional
C06671,52,21,1232.03,3,New/Occasional
C06672,3,26,1415.82,0,Loyal Mid-Tier
C06673,123,1,91.01,1,At-Risk
C06674,111,9,1588.49,1,At-Risk
C06675,55,75,7679.35,2,VIP
C06676,33,1,70.91,3,New/Occasional
C06677,155,8,721.49,1,At-Risk
C06678,59,8,1277.28,3,New/Occasional
C06679,88,18,616.88,3,New/Occasional
C06680,23,19,1892.84,3,New/Occasional
C06681,46,11,1010.7,3,New/Occasional
C06682,94,11,537.75,3,New/Occasional
C06683,40,2,78.4,3,New/Occasional
C06684,27,22,1955.69,3,New/Occasional
C06685,58,22,2328.15,0,Loyal Mid-Tier
C06686,56,6,446.85,3,New/Occasional
C06687,59,13,1006.85,3,New/Occasional
C06688,90,16,1007.78,3,New/Occasional
C06689,9,9,445.79,3,New/Occasional
C06690,25,48,4803.69,0,Loyal Mid-Tier
C06691,126,11,1106.01,1,At-Risk
C06692,46,4,489.96,3,New/Occasional
C06693,9,8,527.78,3,New/Occasional
C06694,24,17,3039.55,3,New/Occasional
C06695,185,6,298.43,1,At-Risk
C06696,31,33,1804.85,0,Loyal Mid-Tier
C06697,5,15,1007.12,3,New/Occasional
C06698,84,24,1547.7,0,Loyal Mid-Tier
C06699,80,29,1807.5,0,Loyal Mid-Tier
C06700,22,1,78.51,3,New/Occasional
C06701,61,31,5746.96,0,Loyal Mid-Tier
C06702,15,3,323.58,3,New/Occasional
C06703,169,62,1469.04,0,Loyal Mid-Tier
C06704,135,30,1689.02,1,At-Risk
C06705,13,12,2572.04,3,New/Occasional
C06706,65,19,634.2,3,New/Occasional
C06707,51,8,184.86,3,New/Occasional
C06708,8,8,155.9,3,New/Occasional
C06709,59,67,6304.98,0,Loyal Mid-Tier
C06710,47,67,15886.4,2,VIP
C06711,241,2,132.1,1,At-Risk
C06712,16,22,1557.14,3,New/Occasional
C06713,420,21,656.91,1,At-Risk
C06714,89,2,178.29,3,New/Occasional
C06715,154,11,2380.37,1,At-Risk
C06716,16,9,563.83,3,New/Occasional
C06717,26,30,3078.85,0,Loyal Mid-Tier
C06718,114,5,522.58,1,At-Risk
C06719,21,1,136.09,3,New/Occasional
C06720,3,10,679.17,3,New/Occasional
C06721,81,4,209.32,3,New/Occasional
C06722,19,8,919.74,3,New/Occasional
C06723,10,6,301.76,3,New/Occasional
C06724,3,21,1500.23,3,New/Occasional
C06725,86,15,341.69,3,New/Occasional
C06726,107,33,2129.11,0,Loyal Mid-Tier
C06727,218,24,1046.14,1,At-Risk
C06728,43,27,969.75,0,Loyal Mid-Tier
C06729,0,13,1128.4,3,New/Occasional
C06730,242,18,772.12,1,At-Risk
C06731,15,11,1333.34,3,New/Occasional
C06732,57,14,1129.27,3,New/Occasional
C06733,5,4,286.2,3,New/Occasional
C06734,58,3,262.56,3,New/Occasional
C06735,84,7,653.01,3,New/Occasional
C06736,24,7,243.62,3,New/Occasional
C06737,10,2,208.07,3,New/Occasional
C06738,17,15,1232.51,3,New/Occasional
C06739,5,27,887.81,0,Loyal Mid-Tier
C06740,135,4,622.59,1,At-Risk
C06741,70,25,6327.93,0,Loyal Mid-Tier
C06742,60,37,4103.24,0,Loyal Mid-Tier
C06743,44,6,119.58,3,New/Occasional
C06744,34,7,683.61,3,New/Occasional
C06745,62,7,514.84,3,New/Occasional
C06746,12,36,1112.73,0,Loyal Mid-Tier
C06747,36,15,811.09,3,New/Occasional
C06748,11,7,1130.63,3,New/Occasional
C06749,34,3,111.83,3,New/Occasional
C06750,174,22,2553.98,1,At-Risk
C06751,104,33,3362.93,0,Loyal Mid-Tier
C06752,36,40,7891.82,2,VIP
C06753,98,13,469.03,3,New/Occasional
C06754,191,1,79.85,1,At-Risk
C06755,135,14,263.51,1,At-Risk
C06756,16,15,991.26,3,New/Occasional
C06757,6,26,886.42,3,New/Occasional
C06758,295,36,2924.34,1,At-Risk
C06759,43,7,186.76,3,New/Occasional
C06760,47,7,528.01,3,New/Occasional
C06761,43,7,207.8,3,New/Occasional
C06762,3,10,830.91,3,New/Occasional
C06763,134,8,1655.41,1,At-Risk
C06764,46,43,3879.5,0,Loyal Mid-Tier
C06765,7,7,1471.39,3,New/Occasional
C06766,29,1,46.82,3,New/Occasional
C06767,42,52,6676.31,0,Loyal Mid-Tier
C06768,16,41,6209.19,0,Loyal Mid-Tier
C06769,9,6,163.35,3,New/Occasional
C06770,100,9,187.57,3,New/Occasional
C06771,275,7,405.31,1,At-Risk
C06772,194,9,1129.41,1,At-Risk
C06773,130,10,1457.0,1,At-Risk
C06774,44,20,643.43,3,New/Occasional
C06775,24,51,15596.89,2,VIP
C06776,21,68,3294.05,0,Loyal Mid-Tier
C06777,138,31,1324.06,1,At-Risk
C06778,227,10,285.59,1,At-Risk
C06779,46,3,298.72,3,New/Occasional
C06780,20,24,1605.42,3,New/Occasional
C06781,207,8,393.77,1,At-Risk
C06782,63,17,386.41,3,New/Occasional
C06783,90,14,1057.69,3,New/Occasional
C06784,37,20,1470.49,3,New/Occasional
C06785,11,15,4860.15,0,Loyal Mid-Tier
C06786,79,4,941.69,3,New/Occasional
C06787,10,7,511.29,3,New/Occasional
C06788,317,9,506.28,1,At-Risk
C06789,154,15,997.84,1,At-Risk
C06790,13,9,497.6,3,New/Occasional
C06791,103,29,948.18,0,Loyal Mid-Tier
C06792,95,6,857.38,3,New/Occasional
C06793,57,36,5159.41,0,Loyal Mid-Tier
C06794,36,4,1163.89,3,New/Occasional
C06795,63,35,903.57,0,Loyal Mid-Tier
C06796,65,26,1943.63,0,Loyal Mid-Tier
C06797,58,2,82.19,3,New/Occasional
C06798,72,13,670.93,3,New/Occasional
C06799,190,2,63.6,1,At-Risk
C06800,49,1,96.28,3,New/Occasional
C06801,52,2,393.16,3,New/Occasional
C06802,3,29,1600.3,0,Loyal Mid-Tier
C06803,9,14,569.08,3,New/Occasional
C06804,179,10,595.18,1,At-Risk
C06805,44,3,69.99,3,New/Occasional
C06806,137,5,166.11,1,At-Risk
C06807,8,20,463.23,3,New/Occasional
C06808,9,15,582.8,3,New/Occasional
C06809,90,8,850.33,3,New/Occasional
C06810,40,16,1423.79,3,New/Occasional
C06811,82,1,92.25,3,New/Occasional
C06812,132,47,5041.53,0,Loyal Mid-Tier
C06813,80,7,878.68,3,New/Occasional
C06814,0,4,1195.93,3,New/Occasional
C06815,10,1,62.96,3,New/Occasional
C06816,101,16,645.81,1,At-Risk
C06817,127,14,814.16,1,At-Risk
C06818,175,7,197.41,1,At-Risk
C06819,134,9,1412.68,1,At-Risk
C06820,119,4,419.6,1,At-Risk
C06821,4,40,2416.87,0,Loyal Mid-Tier
C06822,104,16,761.25,1,At-Risk
C06823,134,53,6455.74,0,Loyal Mid-Tier
C06824,33,7,534.86,3,New/Occasional
C06825,27,10,397.91,3,New/Occasional
C06826,3,21,2109.83,3,New/Occasional
C06827,102,14,558.99,1,At-Risk
C06828,16,4,119.05,3,New/Occasional
C06829,5,26,2280.61,0,Loyal Mid-Tier
C06830,7,27,2921.37,0,Loyal Mid-Tier
C06831,11,4,187.97,3,New/Occasional
C06832,80,23,5015.77,0,Loyal Mid-Tier
C06833,29,5,1911.87,3,New/Occasional
C06834,32,17,1411.13,3,New/Occasional
C06835,136,17,356.97,1,At-Risk
C06836,286,1,16.42,1,At-Risk
C06837,16,15,655.59,3,New/Occasional
C06838,54,3,213.9,3,New/Occasional
C06839,56,6,370.3,3,New/Occasional
C06840,42,6,366.71,3,New/Occasional
C06841,21,2,331.15,3,New/Occasional
C06842,13,10,161.6,3,New/Occasional
C06843,0,13,955.7,3,New/Occasional
C06844,21,1,163.17,3,New/Occasional
C06845,48,23,913.09,3,New/Occasional
C06846,37,20,3799.12,0,Loyal Mid-Tier
C06847,5,62,2966.5,0,Loyal Mid-Tier
C06848,24,1,21.39,3,New/Occasional
C06849,10,52,4301.34,0,Loyal Mid-Tier
C06850,49,35,1971.07,0,Loyal Mid-Tier
C06851,81,6,653.96,3,New/Occasional
C06852,14,5,226.95,3,New/Occasional
C06853,75,14,765.91,3,New/Occasional
C06854,66,37,7065.88,0,Loyal Mid-Tier
C06855,124,13,441.25,1,At-Risk
C06856,9,3,300.29,3,New/Occasional
C06857,131,7,64.24,1,At-Risk
C06858,42,48,4507.9,0,Loyal Mid-Tier
C06859,108,19,1961.32,1,At-Risk
C06860,107,7,932.33,1,At-Risk
C06861,144,45,2232.73,0,Loyal Mid-Tier
C06862,52,29,2908.26,0,Loyal Mid-Tier
C06863,23,5,2397.73,3,New/Occasional
C06864,30,24,576.86,3,New/Occasional
C06865,11,1,170.62,3,New/Occasional
C06866,75,22,1143.17,3,New/Occasional
C06867,108,30,1073.02,0,Loyal Mid-Tier
C06868,20,37,2029.47,0,Loyal Mid-Tier
C06869,36,5,806.58,3,New/Occasional
C06870,46,22,485.42,3,New/Occasional
C06871,80,4,239.88,3,New/Occasional
C06872,0,5,295.19,3,New/Occasional
C06873,80,47,3790.65,0,Loyal Mid-Tier
C06874,60,13,3173.48,3,New/Occasional
C06875,21,38,4708.52,0,Loyal Mid-Tier
C06876,8,16,3639.44,3,New/Occasional
C06877,38,41,6542.49,0,Loyal Mid-Tier
C06878,25,4,236.52,3,New/Occasional
C06879,63,32,6882.12,0,Loyal Mid-Tier
C06880,26,26,1098.42,0,Loyal Mid-Tier
C06881,82,7,524.0,3,New/Occasional
C06882,57,10,157.76,3,New/Occasional
C06883,88,16,1112.67,3,New/Occasional
C06884,12,33,850.79,0,Loyal Mid-Tier
C06885,114,3,296.98,1,At-Risk
C06886,85,6,875.13,3,New/Occasional
C06887,51,7,964.33,3,New/Occasional
C06888,45,44,1976.93,0,Loyal Mid-Tier
C06889,37,16,1981.0,3,New/Occasional
C06890,22,5,2612.69,3,New/Occasional
C06891,21,21,339.54,3,New/Occasional
C06892,30,34,807.27,0,Loyal Mid-Tier
C06893,130,5,300.44,1,At-Risk
C06894,104,4,1114.7,1,At-Risk
C06895,71,2,457.23,3,New/Occasional
C06896,38,7,1277.35,3,New/Occasional
C06897,94,14,1818.95,3,New/Occasional
C06898,26,24,6122.48,0,Loyal Mid-Tier
C06899,177,8,579.93,1,At-Risk
C06900,102,13,932.16,1,At-Risk
C06901,6,9,465.61,3,New/Occasional
C06902,97,13,1719.87,3,New/Occasional
C06903,1,3,125.86,3,New/Occasional
C06904,28,51,6363.14,0,Loyal Mid-Tier
C06905,6,18,988.17,3,New/Occasional
C06906,0,75,2347.46,0,Loyal Mid-Tier
C06907,58,9,129.23,3,New/Occasional
C06908,71,6,612.15,3,New/Occasional
C06909,162,10,431.57,1,At-Risk
C06910,33,3,584.52,3,New/Occasional
C06911,62,37,3441.11,0,Loyal Mid-Tier
C06912,59,13,1222.5,3,New/Occasional
C06913,32,18,752.36,3,New/Occasional
C06914,101,30,2414.56,0,Loyal Mid-Tier
C06915,218,6,614.33,1,At-Risk
C06916,58,18,1779.73,3,New/Occasional
C06917,85,42,4642.46,0,Loyal Mid-Tier
C06918,68,13,471.48,3,New/Occasional
C06919,14,12,557.58,3,New/Occasional
C06920,99,2,114.72,3,New/Occasional
C06921,13,3,724.9,3,New/Occasional
C06922,41,13,3629.37,3,New/Occasional
C06923,37,22,2510.72,0,Loyal Mid-Tier
C06924,112,44,979.19,0,Loyal Mid-Tier
C06925,64,15,1429.44,3,New/Occasional
C06926,120,18,2657.56,1,At-Risk
C06927,49,10,474.32,3,New/Occasional
C06928,36,12,2247.16,3,New/Occasional
C06929,51,7,283.97,3,New/Occasional
C06930,0,9,1109.86,3,New/Occasional
C06931,54,29,3732.05,0,Loyal Mid-Tier
C06932,266,18,1124.86,1,At-Risk
C06933,83,3,295.51,3,New/Occasional
C06934,51,6,3920.5,3,New/Occasional
C06935,73,2,291.4,3,New/Occasional
C06936,47,21,1743.89,3,New/Occasional
C06937,270,13,2107.64,1,At-Risk
C06938,2,43,4361.7,0,Loyal Mid-Tier
C06939,9,29,1971.88,0,Loyal Mid-Tier
C06940,21,41,1054.36,0,Loyal Mid-Tier
C06941,78,34,5176.01,0,Loyal Mid-Tier
C06942,61,18,1636.35,3,New/Occasional
C06943,32,5,1480.49,3,New/Occasional
C06944,198,27,2106.59,1,At-Risk
C06945,26,42,4855.58,0,Loyal Mid-Tier
C06946,149,1,252.33,1,At-Risk
C06947,94,7,694.39,3,New/Occasional
C06948,0,19,1439.62,3,New/Occasional
C06949,22,17,338.3,3,New/Occasional
C06950,68,4,159.79,3,New/Occasional
C06951,23,9,272.36,3,New/Occasional
C06952,5,36,9367.71,2,VIP
C06953,100,17,390.94,1,At-Risk
C06954,329,12,3525.31,1,At-Risk
C06955,112,6,158.36,1,At-Risk
C06956,151,1,22.97,1,At-Risk
C06957,43,29,2087.22,0,Loyal Mid-Tier
C06958,41,10,1453.07,3,New/Occasional
C06959,99,24,946.42,1,At-Risk
C06960,76,16,671.99,3,New/Occasional
C06961,7,3,44.27,3,New/Occasional
C06962,32,18,168.95,3,New/Occasional
C06963,10,23,992.17,3,New/Occasional
C06964,101,39,1236.8,0,Loyal Mid-Tier
C06965,1,20,750.2,3,New/Occasional
C06966,15,25,917.98,3,New/Occasional
C06967,139,18,892.35,1,At-Risk
C06968,7,1,94.5,3,New/Occasional
C06969,64,11,1690.69,3,New/Occasional
C06970,143,15,568.82,1,At-Risk
C06971,13,4,90.46,3,New/Occasional
C06972,86,22,2425.13,0,Loyal Mid-Tier
C06973,94,48,1889.11,0,Loyal Mid-Tier
C06974,14,16,2160.63,3,New/Occasional
C06975,25,17,1495.98,3,New/Occasional
C06976,81,1,34.89,3,New/Occasional
C06977,105,26,793.9,1,At-Risk
C06978,12,17,692.21,3,New/Occasional
C06979,121,37,13911.3,2,VIP
C06980,86,8,717.15,3,New/Occasional
C06981,5,5,371.61,3,New/Occasional
C06982,43,15,1881.59,3,New/Occasional
